mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__solver,param_classifier__max_iter,param_classifier__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
2937.310761769613,123.29576763298202,0.6771772702534994,0.057607993306502604,lbfgs,300,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.01}",0.9024137931034483,0.8929310344827586,0.8951537744641193,0.8968328673501086,0.004049295614005106,12,0.9473212219393659,0.9490569312659106,0.949367816091954,0.9485819897657435,0.0009004865269352008
1684.051440000534,213.2417598789608,0.8096070289611816,0.05187658471510505,lbfgs,300,1.0,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 1.0}",0.9205747126436782,0.9120689655172414,0.9052889095992545,0.9126441959200579,0.006253644867353857,9,0.9990164313816247,0.9993346447581578,0.9995114942528736,0.9992875234642188,0.00020483672177155178
3032.4445770581565,38.169877967386334,0.6162502765655518,0.16854822008097003,lbfgs,100,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.01}",0.9024137931034483,0.8929310344827586,0.8951537744641193,0.8968328673501086,0.004049295614005106,12,0.9473212219393659,0.9490569312659106,0.949367816091954,0.9485819897657435,0.0009004865269352008
1728.2286167144775,168.05477924341375,0.8609786033630371,0.07842739774611177,lbfgs,300,0.3,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.3}",0.9240229885057472,0.9156896551724137,0.9097157502329916,0.9164761313037175,0.005867320528553814,3,0.9970492941448739,0.9971939365887525,0.997183908045977,0.9971423795932012,6.594855790825463e-05
424.01103297869366,41.278540057407454,1.0774296919504802,0.1585557682829882,lbfgs,100,0.0001,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.0001}",0.4403448275862069,0.43528735632183907,0.4411696178937558,0.43893393393393393,0.002600412271625435,17,0.44578801203425134,0.46340546169868085,0.45229885057471264,0.45383077476921496,0.0072734094239658605
2587.048657655716,116.8184401501997,1.0876014232635498,0.0901003218449187,lbfgs,100,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.03}",0.9195402298850575,0.9102298850574713,0.9124534016775396,0.9140745055400229,0.0039700221243597275,6,0.9738486461467253,0.9761918537375608,0.9761206896551724,0.9753870631798195,0.0010882130022629867
1846.8267619609833,95.84025077595122,1.3829069137573242,0.16713261635752222,lbfgs,300,0.1,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.1}",0.9260919540229885,0.9157471264367816,0.9148998136067101,0.9189129646888268,0.005088084161581656,1,0.9913503818560518,0.9921314510529969,0.9922701149425287,0.9919173159505258,0.0004048601562455832
1812.781435807546,52.289249966687834,1.3400282859802246,0.07326321071531856,lbfgs,500,0.3,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 500, 'classifier__C': 0.3}",0.9240229885057472,0.9156896551724137,0.9097157502329916,0.9164761313037175,0.005867320528553814,3,0.9970492941448739,0.9971939365887525,0.997183908045977,0.9971423795932012,6.594855790825463e-05
2931.4699968496957,177.0017965632001,0.5591508547465006,0.09453088862125036,lbfgs,1000,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__C': 0.01}",0.9024137931034483,0.8929310344827586,0.8951537744641193,0.8968328673501086,0.004049295614005106,12,0.9473212219393659,0.9490569312659106,0.949367816091954,0.9485819897657435,0.0009004865269352008
2663.9747664133706,29.86587162593604,0.9840505123138428,0.22870687941084464,lbfgs,300,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.03}",0.9195402298850575,0.9102298850574713,0.9124534016775396,0.9140745055400229,0.0039700221243597275,6,0.9738486461467253,0.9761918537375608,0.9761206896551724,0.9753870631798195,0.0010882130022629867
